Description,Data.Sugar Total,Data.Carbohydrate,Data.Fiber,Data.Kilocalories,Data.Fat.Saturated Fat,Diabetic_Suitability
"HADDOCK,COOKED,DRY HEAT",0.0,0.0,0.0,112,0.167,1
"HADDOCK,SMOKED",0.0,0.0,0.0,116,0.173,1
"HALIBUT,ATLANTIC&PACIFIC,RAW",0.0,0.0,0.0,110,0.325,1
"HALIBUT,ATLANTIC&PACIFIC,CKD,DRY HEAT",0.0,0.0,0.0,140,0.417,1
"HALIBUT,GREENLAND,RAW",0.0,0.0,0.0,186,2.419,1
"HERRING,ATLANTIC,RAW",0.0,0.0,0.0,158,2.04,1
"HERRING,ATLANTIC,CKD,DRY HEAT",0.0,0.0,0.0,203,2.615,1
"HERRING,ATLANTIC,PICKLED",7.710000038,9.64,0.0,262,2.381,1
"HERRING,ATLANTIC,KIPPERED",0.0,0.0,0.0,217,2.791,1
"HERRING,PACIFIC,RAW",0.0,0.0,0.0,195,3.257,1
"LING,RAW",0.0,0.0,0.0,87,0.12,1
"LINGCOD,RAW",0.0,0.0,0.0,85,0.197,1
"MACKEREL,ATLANTIC,RAW",0.0,0.0,0.0,205,3.257,1
"MACKEREL,ATLANTIC,CKD,DRY HEAT",0.0,0.0,0.0,262,4.176,1
"MACKEREL,JACK,CND,DRND SOL",0.0,0.0,0.0,156,1.857,1
"MACKEREL,KING,RAW",0.0,0.0,0.0,105,0.363,1
"MACKEREL,PACIFIC&JACK,MXD SP,RAW",0.0,0.0,0.0,158,2.247,1
"MACKEREL,SPANISH,RAW",0.0,0.0,0.0,139,1.828,1
"MACKEREL,SPANISH,CKD,DRY HEAT",0.0,0.0,0.0,158,1.801,1
"MILKFISH,RAW",0.0,0.0,0.0,148,1.66,1
"MONKFISH,RAW",0.0,0.0,0.0,76,0.34,1
"MULLET,STRIPED,RAW",0.0,0.0,0.0,117,1.116,1
"MULLET,STRIPED,CKD,DRY HEAT",0.0,0.0,0.0,150,1.431,1
"OCEAN PERCH,ATLANTIC,RAW",0.0,0.0,0.0,94,0.244,1
"OCEAN PERCH,ATLANTIC,CKD,DRY HEAT",0.0,0.0,0.0,121,0.313,1
"POUT,OCEAN,RAW",0.0,0.0,0.0,79,0.32,1
"PERCH,MIXED SPECIES,RAW",0.0,0.0,0.0,91,0.185,1
"PERCH,MXD SP,CKD,DRY HEAT",0.0,0.0,0.0,117,0.237,1
"PIKE,NORTHERN,RAW",0.0,0.0,0.0,88,0.118,1
"PIKE,NORTHERN,CKD,DRY HEAT",0.0,0.0,0.0,113,0.151,1
"PIKE,WALLEYE,RAW",0.0,0.0,0.0,93,0.249,1
"POLLOCK,ATLANTIC,RAW",0.0,0.0,0.0,92,0.135,1
"POLLOCK,WALLEYE,RAW",0.0,0.0,0.0,81,0.164,1
"POLLOCK,WALLEYE,CKD,DRY HEAT",0.0,0.0,0.0,113,0.231,1
"POMPANO,FLORIDA,RAW",0.0,0.0,0.0,164,3.509,1
"POMPANO,FLORIDA,CKD,DRY HEAT",0.0,0.0,0.0,211,4.499,1
"ROCKFISH,PACIFIC,MXD SP,RAW",0.0,0.0,0.0,94,0.37,1
"ROCKFISH,PACIFIC,MXD SP,CKD,DRY HEAT",0.0,0.0,0.0,121,0.474,1
"ROE,MIXED SPECIES,RAW",0.0,1.5,0.0,143,1.456,1
"ROUGHY,ORANGE,RAW",0.0,0.0,0.0,76,0.015,1
"SABLEFISH,RAW",0.0,0.0,0.0,195,3.201,1
"SABLEFISH,SMOKED",0.0,0.0,0.0,257,4.213,1
"SALMON,ATLANTIC,WILD,RAW",0.0,0.0,0.0,142,0.981,1
"SALMON,CHINOOK,SMOKED",0.0,0.0,0.0,117,0.929,1
"SALMON,CHINOOK,RAW",0.0,0.0,0.0,179,3.1,1
"SALMON,CHUM,RAW",0.0,0.0,0.0,120,0.84,1
"SALMON,CHUM,DRND SOL W/BONE",0.0,0.0,0.0,141,1.486,1
"SALMON,COHO,WILD,RAW",0.0,0.0,0.0,146,1.26,1
"SALMON,COHO,WILD,CKD,MOIST HEAT",0.0,0.0,0.0,184,1.595,1
"SALMON,PINK,RAW",0.0,0.0,0.0,116,0.558,1
"SALMON,PINK,CND,SOL W/BONE&LIQ",0.0,0.0,0.0,139,1.535,1
"SALMON,SOCKEYE,RAW",0.0,0.0,0.0,168,1.495,1
"SALMON,SOCKEYE,CKD,DRY HEAT",0.0,0.0,0.0,216,1.917,1
"SALMON,SOCKEYE,CND,DRND SOL W/BONE",0.0,0.0,0.0,166,1.567,1
"SARDINE,ATLANTIC,CND IN OIL,DRND SOL W/BONE",0.0,0.0,0.0,208,1.528,1
"SARDINE,PACIFIC,CND IN TOMATO SAU,DRND SOL W/BONE",0.430000007,0.74,0.100000001,186,2.686,1
"SCUP,RAW",0.0,0.0,0.0,105,0.64,1
"SEA BASS,MXD SP,RAW",0.0,0.0,0.0,97,0.511,1
"SEA BASS,MXD SP,CKD,DRY HEAT",0.0,0.0,0.0,124,0.655,1
"SEATROUT,MXD SP,RAW",0.0,0.0,0.0,104,1.009,1
"SHAD,AMERICAN,RAW",0.0,0.0,0.0,197,3.126,1
"SHARK,MIXED SPECIES,RAW",0.0,0.0,0.0,130,0.925,1
"SHARK,MXD SP,CKD,BATTER-DIPPED&FRIED",0.0,6.39,0.0,228,3.205,1
"SHEEPSHEAD,RAW",0.0,0.0,0.0,108,0.609,1
"SHEEPSHEAD,CKD,DRY HEAT",0.0,0.0,0.0,126,0.36,1
"SMELT,RAINBOW,RAW",0.0,0.0,0.0,97,0.452,1
"SMELT,RAINBOW,CKD,DRY HEAT",0.0,0.0,0.0,124,0.579,1
"SNAPPER,MIXED SPECIES,RAW",0.0,0.0,0.0,100,0.285,1
"SNAPPER,MXD SP,CKD,DRY HEAT",0.0,0.0,0.0,128,0.365,1
"SPOT,RAW",0.0,0.0,0.0,123,1.45,1
"STURGEON,MXD SP,RAW",0.0,0.0,0.0,105,0.915,1
"STURGEON,MXD SP,CKD,DRY HEAT",0.0,0.0,0.0,135,1.173,1
"STURGEON,MXD SP,SMOKED",0.0,0.0,0.0,173,1.037,1
"SUCKER,WHITE,RAW",0.0,0.0,0.0,92,0.452,1
"SUNFISH,PUMPKIN SEED,RAW",0.0,0.0,0.0,89,0.139,1
SURIMI,0.0,6.85,0.0,99,0.191,1
"SWORDFISH,RAW",0.0,0.0,0.0,121,1.097,1
"SWORDFISH,COOKED,DRY HEAT",0.0,0.0,0.0,155,1.406,1
"TILEFISH,RAW",0.0,0.0,0.0,96,0.441,1
"TILEFISH,COOKED,DRY HEAT",0.0,0.0,0.0,147,0.868,1
"TROUT,MIXED SPECIES,RAW",0.0,0.0,0.0,148,1.149,1
"TROUT,RAINBOW,WILD,RAW",0.0,0.0,0.0,119,0.722,1
"TROUT,RAINBOW,WILD,CKD,DRY HEAT",0.0,0.0,0.0,150,1.619,1
"TUNA,FRESH,BLUEFIN,RAW",0.0,0.0,0.0,144,1.257,1
"TUNA,FRSH,BLUEFIN,CKD,DRY HEAT",0.0,0.0,0.0,184,1.612,1
"TUNA,LT,CND IN OIL,DRND SOL",0.0,0.0,0.0,198,1.534,1
"TUNA,LT,CND IN H2O,DRND SOL",0.0,0.0,0.0,116,0.234,1
"TUNA,FRESH,SKIPJACK,RAW",0.0,0.0,0.0,103,0.328,1
"TUNA,WHITE,CND IN OIL,DRND SOL",0.0,0.0,0.0,186,1.28,1
"TUNA,WHITE,CND IN H2O,DRND SOL",0.0,0.0,0.0,128,0.792,1
"TUNA,FRESH,YELLOWFIN,RAW",0.0,0.0,0.0,108,0.235,1
TUNA SALAD,0.0,9.41,0.0,187,1.544,1
"TURBOT,EUROPEAN,RAW",0.0,0.0,0.0,95,0.75,1
"WHITEFISH,MXD SP,RAW",0.0,0.0,0.0,134,0.906,1
"WHITEFISH,MXD SP,SMOKED",0.0,0.0,0.0,108,0.228,1
"WHITING,MIXED SPECIES,RAW",0.0,0.0,0.0,90,0.247,1
"WHITING,MXD SP,CKD,DRY HEAT",0.0,0.0,0.0,116,0.4,1
"WOLFFISH,ATLANTIC,RAW",0.0,0.0,0.0,96,0.365,1
"YELLOWTAIL,MXD SP,RAW",0.0,0.0,0.0,146,1.28,1
"CRAB,ALASKA KING,RAW",0.0,0.0,0.0,84,0.09,1
"CRAB,ALASKA KING,CKD,MOIST HEAT",0.0,0.0,0.0,97,0.133,1
"CRAB,ALASKA KING,IMITN,MADE FROM SURIMI",6.25,15.0,0.5,95,0.176,1
"CRAB,BLUE,RAW",0.0,0.04,0.0,87,0.222,1
"CRAB,BLUE,CKD,MOIST HEAT",0.0,0.0,0.0,102,0.228,1
"CRAB,BLUE,CANNED",0.0,0.0,0.0,99,0.252,1
"CRAB,BLUE,CRAB CAKES",0.0,0.48,0.0,155,1.483,1
"CRAB,DUNGENESS,RAW",0.0,0.74,0.0,86,0.132,1
"CRAB,QUEEN,RAW",0.0,0.0,0.0,90,0.143,1
"CRAYFISH,MXD SP,WILD,RAW",0.0,0.0,0.0,77,0.159,1
"CRAYFISH,MXD SP,WILD,CKD,MOIST HEAT",0.0,0.0,0.0,82,0.181,1
"LOBSTER,NORTHERN,RAW",0.0,0.5,0.0,90,0.18,1
"LOBSTER,NORTHERN,CKD,MOIST HEAT",0.0,1.28,0.0,98,0.107,1
"SHRIMP,MIXED SPECIES,RAW",0.0,0.91,0.0,106,0.328,1
"SHRIMP,MXD SP,CKD,BREADED&FRIED",0.0,11.47,0.400000006,242,2.087,1
"SHRIMP,MXD SP,CKD,MOIST HEAT",0.0,0.0,0.0,99,0.289,1
"SHRIMP,MXD SP,CND",0.0,0.0,0.0,100,0.188,1
"SHRIMP,MXD SP,IMITN,MADE FROM SURIMI",0.0,9.13,0.0,101,0.29,1
"SPINY LOBSTER,MXD SP,RAW",0.0,2.43,0.0,112,0.237,1
"ABALONE,MIXED SPECIES,RAW",0.0,6.01,0.0,105,0.149,1
"ABALONE,MXD SP,CKD,FRIED",0.0,11.05,0.0,189,1.646,1
"CLAM,MIXED SPECIES,RAW",0.0,2.57,0.0,74,0.094,1
"CLAM,MXD SP,CKD,BREADED&FRIED",0.0,10.33,0.0,202,2.683,1
"CLAM,MXD SP,CKD,MOIST HEAT",0.0,5.13,0.0,148,0.188,1
"CLAM,MXD SP,CND,DRND SOL",0.0,5.13,0.0,148,0.188,1
"CLAM,MXD SP,CND,LIQ",0.0,0.1,0.0,2,0.002,1
"CUTTLEFISH,MXD SP,RAW",0.0,0.82,0.0,79,0.118,1
"MUSSEL,BLUE,RAW",0.0,3.69,0.0,86,0.425,1
"MUSSEL,BLUE,CKD,MOIST HEAT",0.0,7.39,0.0,172,0.85,1
"OCTOPUS,COMMON,RAW",0.0,2.2,0.0,82,0.227,1
"OYSTER,EASTERN,WILD,RAW",0.0,3.91,0.0,68,0.772,1
"OYSTER,EASTERN,CKD,BREADED&FRIED",0.0,11.62,0.0,197,3.197,1
"OYSTER,EASTERN,WILD,CKD,MOIST HEAT",0.0,7.82,0.0,137,1.544,1
"OYSTER,EASTERN,CANNED",0.0,3.91,0.0,69,0.631,1
"OYSTER,PACIFIC,RAW",0.0,4.95,0.0,81,0.51,1
"SCALLOP,MIXED SPECIES,RAW",0.0,2.36,0.0,88,0.079,1
"SCALLOP,MXD SP,CKD,BREADED&FRIED",0.0,10.13,0.0,215,2.669,1
"SCALLOP,MXD SP,IMITN,MADE FROM SURIMI",0.0,10.62,0.0,99,0.08,1
"SQUID,MIXED SPECIES,RAW",0.0,3.08,0.0,92,0.358,1
"SQUID,MXD SP,CKD,FRIED",0.0,7.79,0.0,175,1.878,1
"WHELK,UNSPECIFIED,RAW",0.0,7.76,0.0,137,0.031,1
"WHELK,UNSPEC,CKD,MOIST HEAT",0.0,15.52,0.0,275,0.062,1
"SALMON,CHINOOK,SMOKED,(LOX),REG",0.0,0.0,0.0,117,0.929,1
"SALMON,CHUM,CND,WO/SALT,DRND SOL W/BONE",0.0,0.0,0.0,141,1.486,1
"SALMON,PINK,CND,WO/SALT,SOL W/BONE&LIQ",0.0,0.0,0.0,139,1.535,1
"SALMON,SOCKEYE,CND,WO/SALT,DRND SOL W/BONE",0.0,0.0,0.0,153,1.644,1
"TUNA,LT,CND IN OIL,WO/SALT,DRND SOL",0.0,0.0,0.0,198,1.534,1
"TUNA,LT,CND IN H2O,WO/SALT,DRND SOL",0.0,0.0,0.0,116,0.234,1
"TUNA,WHITE,CND IN OIL,WO/SALT,DRND SOL",0.0,0.0,0.0,186,1.65,1
"TUNA,WHITE,CND IN H2O,WO/SALT,DRND SOL",0.0,0.0,0.0,128,0.792,1
"BASS,FRESHWATER,MXD SP,CKD,DRY HEAT",0.0,0.0,0.0,146,1.001,1
"BASS,STRIPED,CKD,DRY HEAT",0.0,0.0,0.0,124,0.65,1
"BLUEFISH,COOKED,DRY HEAT",0.0,0.0,0.0,159,1.172,1
"BURBOT,COOKED,DRY HEAT",0.0,0.0,0.0,115,0.209,1
"BUTTERFISH,CKD,DRY HEAT",0.0,0.0,0.0,187,0.0,1
"COD,PACIFIC,CKD,DRY HEAT",0.0,0.0,0.0,105,0.104,1
"CUSK,COOKED,DRY HEAT",0.0,0.0,0.0,112,0.0,1
"DOLPHINFISH,CKD,DRY HEAT",0.0,0.0,0.0,109,0.241,1
"DRUM,FRESHWATER,CKD,DRY HEAT",0.0,0.0,0.0,153,1.434,1
"HALIBUT,GREENLAND,CKD,DRY HEAT",0.0,0.0,0.0,239,3.102,1
"HERRING,PACIFIC,CKD,DRY HEAT",0.0,0.0,0.0,250,4.174,1
"LING,COOKED,DRY HEAT",0.0,0.0,0.0,111,0.0,1
"LINGCOD,COOKED,DRY HEAT",0.0,0.0,0.0,109,0.255,1
"MACKEREL,KING,CKD,DRY HEAT",0.0,0.0,0.0,134,0.465,1
"MACKEREL,PACIFIC&JACK,MXD SP,CKD,DRY HEAT",0.0,0.0,0.0,201,2.881,1
"MILKFISH,COOKED,DRY HEAT",0.0,0.0,0.0,190,0.0,1
"MONKFISH,COOKED,DRY HEAT",0.0,0.0,0.0,97,0.0,1
"PIKE,WALLEYE,CKD,DRY HEAT",0.0,0.0,0.0,119,0.319,1
"POLLOCK,ATLANTIC,CKD,DRY HEAT",0.0,0.0,0.0,118,0.17,1
"POUT,OCEAN,CKD,DRY HEAT",0.0,0.0,0.0,102,0.41,1
"ROE,MXD SP,CKD,DRY HEAT",0.0,1.92,0.0,204,1.866,1
"SABLEFISH,COOKED,DRY HEAT",0.0,0.0,0.0,250,4.099,1
"SALMON,ATLANTIC,WILD,CKD,DRY HEAT",0.0,0.0,0.0,182,1.257,1
"SALMON,CHINOOK,CKD,DRY HEAT",0.0,0.0,0.0,231,3.214,1
"SALMON,CHUM,CKD,DRY HEAT",0.0,0.0,0.0,154,1.077,1
"SALMON,PINK,CKD,DRY HEAT",0.0,0.0,0.0,149,0.715,1
"SCUP,COOKED,DRY HEAT",0.0,0.0,0.0,135,0.0,1
"SEATROUT,MXD SP,CKD,DRY HEAT",0.0,0.0,0.0,133,1.293,1
"SHAD,AMERICAN,CKD,DRY HEAT",0.0,0.0,0.0,252,0.0,1
"SPOT,COOKED,DRY HEAT",0.0,0.0,0.0,158,1.859,1
"SUCKER,WHITE,CKD,DRY HEAT",0.0,0.0,0.0,119,0.579,1
"SUNFISH,PUMPKIN SD,CKD,DRY HEAT",0.0,0.0,0.0,114,0.178,1
"TROUT,MXD SP,CKD,DRY HEAT",0.0,0.0,0.0,190,1.474,1
"TUNA,SKIPJACK,FRSH,CKD,DRY HEAT",0.0,0.0,0.0,132,0.42,1
"TUNA,YELLOWFIN,FRSH,CKD,DRY HEAT",0.0,0.0,0.0,139,0.301,1
"TURBOT,EUROPEAN,CKD,DRY HEAT",0.0,0.0,0.0,122,0.0,1
"WHITEFISH,MXD SP,CKD,DRY HEAT",0.0,0.0,0.0,172,1.162,1
"WOLFFISH,ATLANTIC,CKD,DRY HEAT",0.0,0.0,0.0,123,0.468,1
"YELLOWTAIL,MXD SP,CKD,DRY HEAT",0.0,0.0,0.0,187,0.0,1
"CRAB,DUNGENESS,CKD,MOIST HEAT",0.0,0.95,0.0,110,0.168,1
"CRAB,QUEEN,CKD,MOIST HEAT",0.0,0.0,0.0,115,0.183,1
"SPINY LOBSTER,MXD SP,CKD,MOIST HEAT",0.0,3.12,0.0,143,0.303,1
"CUTTLEFISH,MXD SP,CKD,MOIST HEAT",0.0,1.64,0.0,158,0.236,1
"OCTOPUS,COMMON,CKD,MOIST HEAT",0.0,4.4,0.0,164,0.453,1
"OYSTER,PACIFIC,CKD,MOIST HEAT",0.0,9.9,0.0,163,1.02,1
"ROUGHY,ORANGE,CKD,DRY HEAT",0.0,0.0,0.0,105,0.034,1
"CATFISH,CHANNEL,WILD,CKD,DRY HEAT",0.0,0.0,0.0,105,0.744,1
"CATFISH,CHANNEL,FARMED,RAW",0.0,0.0,0.0,135,1.768,1
"CATFISH,CHANNEL,FARMED,CKD,DRY HEAT",0.0,0.0,0.0,152,1.789,1
"SALMON,ATLANTIC,FARMED,RAW",0.0,0.0,0.0,208,3.05,1
"SALMON,ATLANTIC,FARMED,CKD,DRY HEAT",0.0,0.0,0.0,206,2.504,1
"SALMON,COHO,FARMED,RAW",0.0,0.0,0.0,160,1.816,1
"SALMON,COHO,FARMED,CKD,DRY HEAT",0.0,0.0,0.0,178,1.944,1
"TROUT,RAINBOW,FARMED,RAW",0.0,0.0,0.0,138,1.554,1
"TROUT,RAINBOW,FARMED,CKD,DRY HEAT",0.0,0.0,0.0,169,2.105,1
"CRAYFISH,MXD SP,FARMED,RAW",0.0,0.0,0.0,72,0.163,1
"CRAYFISH,MXD SP,FARMED,CKD,MOIST HEAT",0.0,0.0,0.0,87,0.216,1
"OYSTER,EASTERN,WILD,CKD,DRY HEAT",0.0,4.8,0.0,72,0.55,1
"OYSTER,EASTERN,FARMED,RAW",0.0,5.53,0.0,59,0.443,1
"OYSTER,EASTERN,FARMED,CKD,DRY HEAT",0.0,7.28,0.0,79,0.683,1
"SALMON,COHO,WILD,CKD,DRY HEAT",0.0,0.0,0.0,139,1.054,1
"CONCH,BAKED OR BROILED",0.0,1.7,0.0,130,0.37,1
"USDA COMMODITY,SALMON NUGGETS,BREADED,FRZ,HTD",0.0,13.96,0.0,212,1.57,1
"USDA COMMODITY,SALMON NUGGETS,CKD AS PURCHASED,UNHTD",0.0,11.85,0.0,189,1.497,1
"SALMON,PINK,CND,DRND SOL W/BONE",0.0,0.0,0.0,136,0.848,1
"FISH,TILAPIA,RAW",0.0,0.0,0.0,96,0.766,1
"FISH,TILAPIA,CKD,DRY HEAT",0.0,0.0,0.0,128,0.94,1
"BEANS,ADZUKI,MATURE SEEDS,RAW",0.0,62.9,12.69999981,329,0.191,0
"BEANS,ADZUKI,MATURE SEEDS,CKD,BLD,WO/SALT",0.0,24.77,7.300000191,128,0.036,1
"BEANS,ADZUKI,MATURE SEEDS,CND,SWTND",0.0,55.01,0.0,237,0.011,0
"BEANS,ADZUKI,YOKAN,MATURE SEEDS",0.0,60.72,0.0,260,0.043,0
"BEANS,BAKED,HOME PREPARED",0.0,21.63,5.5,155,1.948,1
"BEANS,BKD,CND,PLN OR VEGETARIAN",7.960000038,21.14,4.099999905,94,0.071,1
"BEANS,BKD,CND,W/BF",0.0,16.91,0.0,121,1.677,1
"BEANS,BKD,CND,W/FRANKS",6.53000021,15.39,6.900000095,142,2.352,1
"BEANS,BKD,CND,W/PORK",0.0,19.99,5.5,106,0.599,1
"BEANS,BKD,CND,W/PORK&SWT SAU",8.56000042,21.12,4.199999809,112,0.491,1
"BEANS,BKD,CND,W/PORK&TOMATO SAU",5.670000076,18.69,4.0,94,0.293,1
"BEANS,BLACK,MATURE SEEDS,RAW",2.119999886,62.36,15.19999981,341,0.366,0
"BEANS,BLACK,MATURE SEEDS,CKD,BLD,WO/SALT",0.0,23.71,8.699999809,132,0.139,1
"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,RAW",2.25,63.25,24.89999962,339,0.232,0
"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,CKD,BLD,WO/SALT",0.319999993,24.35,5.300000191,130,0.089,1
"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,CND",0.0,16.56,6.900000095,91,0.075,1
"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,RAW",0.0,60.05,24.70000076,335,0.316,0
"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CKD,BLD,WO/SALT",0.0,24.46,10.0,136,0.119,1
"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CND",0.0,15.12,6.300000191,83,0.072,1
"BEANS,FRENCH,MATURE SEEDS,RAW",0.0,64.11,25.20000076,343,0.221,0
"BEANS,FRENCH,MATURE SEEDS,CKD,BLD,WO/SALT",0.0,24.02,9.399999619,129,0.083,1
"BEANS,GREAT NORTHERN,MATURE SEEDS,RAW",2.25999999,62.37,20.20000076,339,0.356,0
"BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,WO/SALT",0.0,21.09,7.0,118,0.14,1
"BEANS,GREAT NORTHERN,MATURE SEEDS,CND",0.0,21.02,4.900000095,114,0.12,1
"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,RAW",2.230000019,60.01,24.89999962,333,0.12,0
"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,WO/SALT",0.319999993,22.8,6.400000095,127,0.073,1
"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CND",1.850000024,14.5,5.300000191,84,0.141,1
"BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,RAW",0.0,59.8,24.89999962,330,0.036,0
"BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,CKD,BLD,WO/SALT",0.0,22.41,9.300000191,124,0.014,1
"BEANS,KIDNEY,RED,MATURE SEEDS,RAW",2.099999905,61.29,15.19999981,337,0.154,0
"BEANS,KIDNEY,RED,MATURE SEEDS,CKD,BLD,WO/SALT",0.319999993,22.8,7.400000095,127,0.072,1
"BEANS,KIDNEY,RED,MATURE SEEDS,CND",1.860000014,15.54,5.400000095,84,0.085,1
"BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,RAW",0.0,58.33,24.89999962,329,0.065,0
"BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,CKD,BLD,WO/SALT",0.0,21.85,9.300000191,123,0.024,1
"BEANS,NAVY,MATURE SEEDS,RAW",3.880000114,60.75,24.39999962,337,0.17,0
"BEANS,NAVY,MATURE SEEDS,CKD,BLD,WO/SALT",0.370000005,26.05,10.5,140,0.098,1
"BEANS,NAVY,MATURE SEEDS,CND",0.280000001,20.45,5.099999905,113,0.112,1
"BEANS,PINK,MATURE SEEDS,RAW",2.140000105,64.19,12.69999981,343,0.292,0
"BEANS,PINK,MATURE SEEDS,CKD,BLD,WO/SALT",0.360000014,27.91,5.300000191,149,0.126,1
"BEANS,PINTO,MATURE SEEDS,RAW",2.109999895,62.55,15.5,347,0.235,0
"BEANS,PINTO,MATURE SEEDS,CKD,BLD,WO/SALT",0.340000004,26.22,9.0,143,0.136,1
"BEANS,PINTO,MATURE SEEDS,CND",0.209999993,15.25,4.599999905,86,0.167,1
"BEANS,SML WHITE,MATURE SEEDS,RAW",0.0,62.25,24.89999962,336,0.304,0
"BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,WO/SALT",0.0,25.81,10.39999962,142,0.166,1
"BEANS,YEL,MATURE SEEDS,RAW",0.0,60.7,25.10000038,345,0.671,0
"BEANS,YEL,MATURE SEEDS,CKD,BLD,WO/SALT",0.0,25.27,10.39999962,144,0.279,1
"BEANS,WHITE,MATURE SEEDS,RAW",2.109999895,60.27,15.19999981,333,0.219,0
"BEANS,WHITE,MATURE SEEDS,CKD,BLD,WO/SALT",0.340000004,25.09,6.300000191,139,0.091,1
"BEANS,WHITE,MATURE SEEDS,CND",0.289999992,21.2,4.800000191,114,0.076,1
"BROADBEANS (FAVA BEANS),MATURE SEEDS,RAW",5.699999809,58.29,25.0,341,0.254,0
"BROADBEANS (FAVA BNS),MATURE SEEDS,CKD,BLD,WO/SALT",1.820000052,19.65,5.400000095,110,0.066,1
"BROADBEANS (FAVA BNS),MATURE SEEDS,CND",0.0,12.41,3.700000048,71,0.037,1
CAROB FLOUR,49.08000183,88.88,39.79999924,222,0.09,0
"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,RAW",10.69999981,60.65,17.39999962,364,0.626,0
"CHICKPEAS ,MATURE SEEDS,CKD,BLD,WO/SALT",4.800000191,27.42,7.599999905,164,0.269,1
"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,CND",0.0,22.61,4.400000095,119,0.118,1
"CHILI WITH BEANS,CANNED",1.190000057,11.91,4.400000095,112,2.352,1
"COWPEAS,CATJANG,MATURE SEEDS,RAW",0.0,59.64,10.69999981,343,0.542,0
"COWPEAS,CATJANG,MATURE SEEDS,CKD,BLD,WO/SALT",0.0,20.32,3.599999905,117,0.185,1
"COWPEAS,COMMON (BLACKEYES,CROWDER,SOUTHERN),MTRE SEEDS,RAW",6.900000095,60.03,10.60000038,336,0.331,0
"COWPEAS,COMMON (BLKEYES,CRWDR,STHRN),MTURE,CKD,BLD,WO/SALT",3.299999952,20.76,6.5,116,0.138,1
"COWPEAS,COMMON,MATURE SEEDS,CND,PLN",0.0,13.63,3.299999952,77,0.144,1
"COWPEAS,COMMON,MATURE SEEDS,CND W/PORK",0.0,16.53,3.299999952,83,0.605,1
"HYACINTH BNS,MATURE SEEDS,RAW",0.0,60.76,0.0,344,0.288,0
"HYACINTH BNS,MATURE SEEDS,CKD,BLD,WO/SALT",0.0,20.7,0.0,117,0.099,1
"LENTILS,RAW",2.029999971,60.08,30.5,353,0.156,0
"LENTILS,MATURE SEEDS,CKD,BLD,WO/SALT",1.799999952,20.13,7.900000095,116,0.053,1
"LIMA BNS,LRG,MATURE SEEDS,RAW",8.5,63.38,19.0,338,0.161,0
"LIMA BNS,LRG,MATURE SEEDS,CKD,BLD,WO/SALT",2.900000095,20.88,7.0,115,0.089,1
"LIMA BNS,LRG,MATURE SEEDS,CND",0.0,14.91,4.800000191,79,0.039,1
"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,RAW",8.319999695,62.83,20.60000038,335,0.219,0
"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,CKD,BLD,WO/SALT",0.0,23.31,7.699999809,126,0.088,1
"LUPINS,MATURE SEEDS,RAW",0.0,40.38,0.0,371,1.156,1
"LUPINS,MATURE SEEDS,CKD,BLD,WO/ SALT",0.0,9.88,2.799999952,119,0.346,1
"MOTHBEANS,MATURE SEEDS,RAW",0.0,61.52,0.0,343,0.364,0
"MOTHBEANS,MATURE SEEDS,CKD,BLD,WO/SALT",0.0,20.96,0.0,117,0.124,1
"MUNG BNS,MATURE SEEDS,RAW",6.599999905,62.62,16.29999924,347,0.348,0
"MUNG BNS,MATURE SEEDS,CKD,BLD,WO/SALT",2.0,19.15,7.599999905,105,0.116,1
"NOODLES,CHINESE,CELLOPHANE OR LONG RICE (MUNG BNS),DEHYD",0.0,86.09,0.5,351,0.017,0
"MUNGO BNS,MATURE SEEDS,RAW",0.0,58.99,18.29999924,341,0.114,0
"MUNGO BNS,MATURE SEEDS,CKD,BLD,WO/SALT",2.00999999,18.34,6.400000095,105,0.038,1
"PEAS,SPLIT,MATURE SEEDS,RAW",8.0,60.37,25.5,341,0.161,0
"PEAS,SPLIT,MATURE SEEDS,CKD,BLD,WO/SALT",2.900000095,21.1,8.300000191,118,0.054,1
"PEANUTS,ALL TYPES,RAW",3.970000029,16.13,8.5,567,6.834,0
